"operator_name"	"date"	"aggregate_oil_volume"
"2608"	"\"LEGEND NATURAL GAS III, LP\""	2014-01-01	502
"2609"	"\"LEGEND NATURAL GAS III, LP\""	2014-02-01	507
"2610"	"\"LEGEND NATURAL GAS III, LP\""	2014-03-01	509
"2611"	"\"LEGEND NATURAL GAS III, LP\""	2014-04-01	512
"2612"	"\"LEGEND NATURAL GAS III, LP\""	2014-05-01	515
"2613"	"\"LEGEND NATURAL GAS III, LP\""	2014-06-01	535
"2614"	"\"LEGEND NATURAL GAS III, LP\""	2014-07-01	546
"2615"	"\"LEGEND NATURAL GAS III, LP\""	2014-09-01	553
"2616"	"\"LEGEND NATURAL GAS III, LP\""	2014-10-01	571
"2617"	"\"LEGEND NATURAL GAS III, LP\""	2014-11-01	576
"2618"	"\"LEGEND NATURAL GAS III, LP\""	2015-02-01	599
"2619"	"\"LEGEND NATURAL GAS III, LP\""	2015-03-01	609
"2620"	"\"LEGEND NATURAL GAS III, LP\""	2015-04-01	617
"2621"	"\"LEGEND NATURAL GAS III, LP\""	2015-05-01	619
"2622"	"\"LEGEND NATURAL GAS III, LP\""	2015-06-01	623
"2623"	"\"LEGEND NATURAL GAS III, LP\""	2015-07-01	627
"2624"	"\"LEGEND NATURAL GAS III, LP\""	2015-08-01	630
"2625"	"\"LEGEND NATURAL GAS III, LP\""	2015-09-01	634
"2626"	"\"LEGEND NATURAL GAS III, LP\""	2015-10-01	638
"2627"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-01-01	0
"2628"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-02-01	0
"2629"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-03-01	0
"2630"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-04-01	0
"2631"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-05-01	0
"2632"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-06-01	0
"2633"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-07-01	0
"2634"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-08-01	0
"2635"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-09-01	0
"2636"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-10-01	0
"2637"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-11-01	0
"2638"	"\"LEWIS PETRO PROPERTIES, INC.\""	2005-12-01	0
"2639"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-01-01	0
"2640"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-02-01	0
"2641"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-03-01	0
"2642"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-04-01	0
"2643"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-05-01	0
"2644"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-06-01	0
"2645"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-07-01	0
"2646"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-08-01	0
"2647"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-09-01	0
"2648"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-10-01	0
"2649"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-11-01	0
"2650"	"\"LEWIS PETRO PROPERTIES, INC.\""	2006-12-01	0
"2651"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-01-01	0
"2652"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-02-01	0
"2653"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-03-01	0
"2654"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-04-01	0
"2655"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-05-01	0
"2656"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-06-01	0
"2657"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-07-01	0
"2658"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-08-01	0
"2659"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-09-01	0
"2660"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-10-01	0
"2661"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-11-01	0
"2662"	"\"LEWIS PETRO PROPERTIES, INC.\""	2007-12-01	0
"2663"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-01-01	0
"2664"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-02-01	0
"2665"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-03-01	0
"2666"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-04-01	0
"2667"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-05-01	0
"2668"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-06-01	0
"2669"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-07-01	0
"2670"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-08-01	0
"2671"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-09-01	0
"2672"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-10-01	0
"2673"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-11-01	0
"2674"	"\"LEWIS PETRO PROPERTIES, INC.\""	2008-12-01	0
"2675"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-01-01	0
"2676"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-02-01	0
"2677"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-03-01	0
"2678"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-04-01	0
"2679"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-05-01	0
"2680"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-06-01	0
"2681"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-07-01	150
"2682"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-08-01	271
"2683"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-09-01	371
"2684"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-10-01	461
"2685"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-11-01	7461
"2686"	"\"LEWIS PETRO PROPERTIES, INC.\""	2009-12-01	16424
"2687"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-01-01	29163
"2688"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-02-01	38520
"2689"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-03-01	47558
"2690"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-04-01	62419
"2691"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-05-01	72109
"2692"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-06-01	81922
"2693"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-07-01	98350
"2694"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-08-01	121247
"2695"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-09-01	145745
"2696"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-10-01	168344
"2697"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-11-01	188225
"2698"	"\"LEWIS PETRO PROPERTIES, INC.\""	2010-12-01	214973
"2699"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-01-01	238417
"2700"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-02-01	261582
"2701"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-03-01	291996
"2702"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-04-01	323816
"2703"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-05-01	350992
"2704"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-06-01	376948
"2705"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-07-01	414105
"2706"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-08-01	459570
"2707"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-09-01	512171
"2708"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-10-01	569935
"2709"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-11-01	628180
"2710"	"\"LEWIS PETRO PROPERTIES, INC.\""	2011-12-01	693901
"2711"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-01-01	756967
"2712"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-02-01	824392
"2713"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-03-01	890346
"2714"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-04-01	958307
"2715"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-05-01	1034177
"2716"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-06-01	1109809
"2717"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-07-01	1184275
"2718"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-08-01	1248702
"2719"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-09-01	1309839
"2720"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-10-01	1372298
"2721"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-11-01	1435441
"2722"	"\"LEWIS PETRO PROPERTIES, INC.\""	2012-12-01	1496275
"2723"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-01-01	1570025
"2724"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-02-01	1646654
"2725"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-03-01	1723446
"2726"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-04-01	1803968
"2727"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-05-01	1896619
"2728"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-06-01	2019416
"2729"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-07-01	2143264
"2730"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-08-01	2284157
"2731"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-09-01	2427874
"2732"	"\"LEWIS PETRO PROPERTIES, INC.\""	2013-12-01	2462011
"2733"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-01-01	2500592
"2734"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-02-01	2540677
"2735"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-03-01	2581498
"2736"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-04-01	2628939
"2737"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-05-01	2668426
"2738"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-06-01	2714581
"2739"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-07-01	2731638
"2740"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-08-01	2846122
"2741"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-09-01	2910557
"2742"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-10-01	3046725
"2743"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-11-01	3133418
"2744"	"\"LEWIS PETRO PROPERTIES, INC.\""	2014-12-01	3231370
"2745"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-01-01	3327304
"2746"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-02-01	3482767
"2747"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-03-01	3680380
"2748"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-04-01	3852802
"2749"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-05-01	4029026
"2750"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-06-01	4094219
"2751"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-07-01	4533942
"2752"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-08-01	4741345
"2753"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-09-01	4971810
"2754"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-10-01	5038040
"2755"	"\"LEWIS PETRO PROPERTIES, INC.\""	2015-11-01	5077675
"2756"	"\"LONESTAR OPERATING, LLC\""	2011-05-01	5436
"2757"	"\"LONESTAR OPERATING, LLC\""	2011-06-01	9705
"2758"	"\"LONESTAR OPERATING, LLC\""	2011-07-01	13947
"2759"	"\"LONESTAR OPERATING, LLC\""	2011-08-01	18084
"2760"	"\"LONESTAR OPERATING, LLC\""	2011-09-01	21663
"2761"	"\"LONESTAR OPERATING, LLC\""	2011-10-01	24825
"2762"	"\"LONESTAR OPERATING, LLC\""	2011-11-01	27927
"2763"	"\"LONESTAR OPERATING, LLC\""	2011-12-01	30903
"2764"	"\"LONESTAR OPERATING, LLC\""	2012-01-01	33759
"2765"	"\"LONESTAR OPERATING, LLC\""	2012-02-01	35961
"2766"	"\"LONESTAR OPERATING, LLC\""	2012-03-01	37902
"2767"	"\"LONESTAR OPERATING, LLC\""	2012-04-01	40668
"2768"	"\"LONESTAR OPERATING, LLC\""	2012-05-01	47787
"2769"	"\"LONESTAR OPERATING, LLC\""	2012-06-01	56580
"2770"	"\"LONESTAR OPERATING, LLC\""	2012-07-01	69834
"2771"	"\"LONESTAR OPERATING, LLC\""	2012-08-01	82023
"2772"	"\"LONESTAR OPERATING, LLC\""	2012-09-01	92739
"2773"	"\"LONESTAR OPERATING, LLC\""	2012-10-01	102213
"2774"	"\"LONESTAR OPERATING, LLC\""	2012-11-01	110901
"2775"	"\"LONESTAR OPERATING, LLC\""	2012-12-01	118755
"2776"	"\"LONESTAR OPERATING, LLC\""	2013-01-01	128838
"2777"	"\"LONESTAR OPERATING, LLC\""	2013-02-01	137656
"2778"	"\"LONESTAR OPERATING, LLC\""	2013-03-01	144430
"2779"	"\"LONESTAR OPERATING, LLC\""	2013-04-01	158066
"2780"	"\"LONESTAR OPERATING, LLC\""	2013-05-01	170956
"2781"	"\"LONESTAR OPERATING, LLC\""	2013-06-01	176539
"2782"	"\"LONESTAR OPERATING, LLC\""	2013-07-01	187773
"2783"	"\"LONESTAR OPERATING, LLC\""	2013-08-01	203256
"2784"	"\"LONESTAR OPERATING, LLC\""	2013-09-01	223485
"2785"	"\"LONESTAR OPERATING, LLC\""	2013-10-01	240113
"2786"	"\"LONESTAR OPERATING, LLC\""	2013-11-01	257108
"2787"	"\"LONESTAR OPERATING, LLC\""	2013-12-01	271876
"2788"	"\"LONESTAR OPERATING, LLC\""	2014-01-01	289188
"2789"	"\"LONESTAR OPERATING, LLC\""	2014-02-01	301369
"2790"	"\"LONESTAR OPERATING, LLC\""	2014-03-01	313899
"2791"	"\"LONESTAR OPERATING, LLC\""	2014-04-01	330138
"2792"	"\"LONESTAR OPERATING, LLC\""	2014-05-01	344327
"2793"	"\"LONESTAR OPERATING, LLC\""	2014-06-01	358742
"2794"	"\"LONESTAR OPERATING, LLC\""	2014-07-01	377497
"2795"	"\"LONESTAR OPERATING, LLC\""	2014-08-01	395476
"2796"	"\"LONESTAR OPERATING, LLC\""	2014-09-01	411004
"2797"	"\"LONESTAR OPERATING, LLC\""	2014-10-01	426459
"2798"	"\"LONESTAR OPERATING, LLC\""	2014-11-01	447456
"2799"	"\"LONESTAR OPERATING, LLC\""	2014-12-01	468021
"2800"	"\"LONESTAR OPERATING, LLC\""	2015-01-01	490154
"2801"	"\"LONESTAR OPERATING, LLC\""	2015-02-01	507978
"2802"	"\"LONESTAR OPERATING, LLC\""	2015-03-01	523864
"2803"	"\"LONESTAR OPERATING, LLC\""	2015-04-01	547337
"2804"	"\"LONESTAR OPERATING, LLC\""	2015-05-01	570721
"2805"	"\"LONESTAR OPERATING, LLC\""	2015-06-01	594856
"2806"	"\"LONESTAR OPERATING, LLC\""	2015-07-01	615469
"2807"	"\"LONESTAR OPERATING, LLC\""	2015-09-01	620521
"2808"	"\"LONESTAR OPERATING, LLC\""	2015-10-01	634271
"2809"	"\"MORRIS, W. DALE INC.\""	2006-01-01	0
"2810"	"\"MORRIS, W. DALE INC.\""	2006-02-01	0
"2811"	"\"MORRIS, W. DALE INC.\""	2006-03-01	0
"2812"	"\"MORRIS, W. DALE INC.\""	2006-04-01	0
"2813"	"\"MORRIS, W. DALE INC.\""	2006-05-01	0
"2814"	"\"MORRIS, W. DALE INC.\""	2006-06-01	0
"2815"	"\"MORRIS, W. DALE INC.\""	2006-07-01	0
"2816"	"\"MORRIS, W. DALE INC.\""	2006-08-01	0
"2817"	"\"MORRIS, W. DALE INC.\""	2006-09-01	0
"2818"	"\"MORRIS, W. DALE INC.\""	2006-10-01	0
"2819"	"\"MORRIS, W. DALE INC.\""	2006-11-01	0
"2820"	"\"MORRIS, W. DALE INC.\""	2006-12-01	0
"2821"	"\"MORRIS, W. DALE INC.\""	2007-01-01	0
"2822"	"\"MORRIS, W. DALE INC.\""	2007-02-01	0
"2823"	"\"MORRIS, W. DALE INC.\""	2007-03-01	0
"2824"	"\"MORRIS, W. DALE INC.\""	2007-04-01	0
"2825"	"\"MORRIS, W. DALE INC.\""	2007-05-01	0
"2826"	"\"MORRIS, W. DALE INC.\""	2007-06-01	0
"2827"	"\"MORRIS, W. DALE INC.\""	2007-07-01	0
"2828"	"\"MORRIS, W. DALE INC.\""	2007-08-01	0
"2829"	"\"MORRIS, W. DALE INC.\""	2007-09-01	0
"2830"	"\"MORRIS, W. DALE INC.\""	2007-10-01	0
"2831"	"\"MORRIS, W. DALE INC.\""	2007-11-01	0
"2832"	"\"MORRIS, W. DALE INC.\""	2007-12-01	0
"2833"	"\"MORRIS, W. DALE INC.\""	2008-01-01	0
"2834"	"\"MORRIS, W. DALE INC.\""	2008-02-01	0
"2835"	"\"MORRIS, W. DALE INC.\""	2008-03-01	0
"2836"	"\"MORRIS, W. DALE INC.\""	2008-04-01	0
"2837"	"\"MORRIS, W. DALE INC.\""	2008-06-01	0
"2838"	"\"MORRIS, W. DALE INC.\""	2008-07-01	0
"2839"	"\"MORRIS, W. DALE INC.\""	2008-08-01	0
"2840"	"\"MORRIS, W. DALE INC.\""	2008-09-01	0
"2841"	"\"MORRIS, W. DALE INC.\""	2008-10-01	0
"2842"	"\"MORRIS, W. DALE INC.\""	2008-11-01	0
"2843"	"\"MORRIS, W. DALE INC.\""	2008-12-01	0
"2844"	"\"MORRIS, W. DALE INC.\""	2009-01-01	0
"2845"	"\"MORRIS, W. DALE INC.\""	2009-02-01	0
"2846"	"\"MORRIS, W. DALE INC.\""	2009-03-01	2
"2847"	"\"MORRIS, W. DALE INC.\""	2009-04-01	2
"2848"	"\"MORRIS, W. DALE INC.\""	2009-05-01	2
"2849"	"\"MORRIS, W. DALE INC.\""	2009-06-01	2
"2850"	"\"MORRIS, W. DALE INC.\""	2009-07-01	2
"2851"	"\"MORRIS, W. DALE INC.\""	2009-08-01	2
"2852"	"\"MORRIS, W. DALE INC.\""	2009-09-01	2
"2853"	"\"MORRIS, W. DALE INC.\""	2009-10-01	2
"2854"	"\"MORRIS, W. DALE INC.\""	2009-11-01	2
"2855"	"\"MORRIS, W. DALE INC.\""	2009-12-01	2
"2856"	"\"MORRIS, W. DALE INC.\""	2010-01-01	5
"2857"	"\"MORRIS, W. DALE INC.\""	2010-02-01	8
"2858"	"\"MORRIS, W. DALE INC.\""	2010-03-01	8
"2859"	"\"MORRIS, W. DALE INC.\""	2010-04-01	9
"2860"	"\"MORRIS, W. DALE INC.\""	2010-05-01	9
"2861"	"\"MORRIS, W. DALE INC.\""	2010-06-01	9
"2862"	"\"MORRIS, W. DALE INC.\""	2010-07-01	9
"2863"	"\"MORRIS, W. DALE INC.\""	2010-08-01	9
"2864"	"\"MORRIS, W. DALE INC.\""	2010-09-01	9
"2865"	"\"MORRIS, W. DALE INC.\""	2010-10-01	9
"2866"	"\"MORRIS, W. DALE INC.\""	2010-11-01	9
"2867"	"\"MORRIS, W. DALE INC.\""	2010-12-01	9
"2868"	"\"MORRIS, W. DALE INC.\""	2011-01-01	9
"2869"	"\"MORRIS, W. DALE INC.\""	2011-02-01	9
"2870"	"\"MORRIS, W. DALE INC.\""	2011-03-01	9
"2871"	"\"MORRIS, W. DALE INC.\""	2011-04-01	9
"2872"	"\"MORRIS, W. DALE INC.\""	2011-05-01	9
"2873"	"\"MORRIS, W. DALE INC.\""	2011-06-01	9
"2874"	"\"MORRIS, W. DALE INC.\""	2011-07-01	9
"2875"	"\"MORRIS, W. DALE INC.\""	2011-08-01	9
"2876"	"\"MORRIS, W. DALE INC.\""	2011-09-01	9
"2877"	"\"MORRIS, W. DALE INC.\""	2011-10-01	9
"2878"	"\"MORRIS, W. DALE INC.\""	2011-11-01	9
"2879"	"\"MORRIS, W. DALE INC.\""	2011-12-01	9
"2880"	"\"MORRIS, W. DALE INC.\""	2012-01-01	9
"2881"	"\"MORRIS, W. DALE INC.\""	2012-02-01	9
"2882"	"\"MORRIS, W. DALE INC.\""	2012-03-01	9
"2883"	"\"MORRIS, W. DALE INC.\""	2012-04-01	9
"2884"	"\"MORRIS, W. DALE INC.\""	2012-05-01	9
"2885"	"\"MORRIS, W. DALE INC.\""	2012-06-01	9
"2886"	"\"MORRIS, W. DALE INC.\""	2012-07-01	9
"2887"	"\"MORRIS, W. DALE INC.\""	2012-08-01	9
"2888"	"\"MORRIS, W. DALE INC.\""	2012-09-01	9
"2889"	"\"MORRIS, W. DALE INC.\""	2012-10-01	9
"2890"	"\"MORRIS, W. DALE INC.\""	2012-11-01	9
"2891"	"\"MORRIS, W. DALE INC.\""	2012-12-01	9
"2892"	"\"MORRIS, W. DALE INC.\""	2013-01-01	9
"2893"	"\"MORRIS, W. DALE INC.\""	2013-02-01	9
"2894"	"\"MORRIS, W. DALE INC.\""	2013-03-01	9
"2895"	"\"MORRIS, W. DALE INC.\""	2013-04-01	9
"2896"	"\"MORRIS, W. DALE INC.\""	2013-05-01	9
"2897"	"\"MORRIS, W. DALE INC.\""	2013-06-01	9
"2898"	"\"MORRIS, W. DALE INC.\""	2013-07-01	9
"2899"	"\"MORRIS, W. DALE INC.\""	2013-08-01	9
"2900"	"\"MORRIS, W. DALE INC.\""	2013-09-01	9
"2901"	"\"MORRIS, W. DALE INC.\""	2014-01-01	9
"2902"	"\"MORRIS, W. DALE INC.\""	2014-02-01	9
"2903"	"\"MORRIS, W. DALE INC.\""	2014-03-01	9
"2904"	"\"MORRIS, W. DALE INC.\""	2014-04-01	9
"2905"	"\"MORRIS, W. DALE INC.\""	2014-05-01	9
"2906"	"\"MORRIS, W. DALE INC.\""	2014-06-01	9
"2907"	"\"MORRIS, W. DALE INC.\""	2014-07-01	9
"2908"	"\"MORRIS, W. DALE INC.\""	2014-08-01	9
"2909"	"\"MORRIS, W. DALE INC.\""	2014-09-01	9
"2910"	"\"MORRIS, W. DALE INC.\""	2014-10-01	9
"2911"	"\"MORRIS, W. DALE INC.\""	2014-11-01	9
"2912"	"\"MORRIS, W. DALE INC.\""	2014-12-01	9
"2913"	"\"MORRIS, W. DALE INC.\""	2015-01-01	9
"2914"	"\"MORRIS, W. DALE INC.\""	2015-02-01	9
"2915"	"\"MORRIS, W. DALE INC.\""	2015-03-01	9
"2916"	"\"MORRIS, W. DALE INC.\""	2015-04-01	9
"2917"	"\"MORRIS, W. DALE INC.\""	2015-05-01	9
"2918"	"\"MORRIS, W. DALE INC.\""	2015-06-01	9
"2919"	"\"MORRIS, W. DALE INC.\""	2015-07-01	9
"2920"	"\"MORRIS, W. DALE INC.\""	2015-08-01	9
"2921"	"\"MORRIS, W. DALE INC.\""	2015-09-01	9
"2922"	"\"MORRIS, W. DALE INC.\""	2015-10-01	9
"2923"	"\"NEW CENTURY EXPLORATION, INC.\""	2014-12-01	1345
"2924"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-01-01	2564
"2925"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-02-01	3917
"2926"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-03-01	4849
"2927"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-04-01	5573
"2928"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-05-01	6151
"2929"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-06-01	6783
"2930"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-07-01	7406
"2931"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-08-01	8047
"2932"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-09-01	8537
"2933"	"\"NEW CENTURY EXPLORATION, INC.\""	2015-10-01	8985
"2934"	"\"NFR ENERGY, LLC\""	2012-09-01	3713
"2935"	"\"NFR ENERGY, LLC\""	2012-10-01	18339
"2936"	"\"NFR ENERGY, LLC\""	2012-11-01	29267
"2937"	"\"NFR ENERGY, LLC\""	2012-12-01	38734
"2938"	"\"NFR ENERGY, LLC\""	2013-01-01	46754
"2939"	"\"NFR ENERGY, LLC\""	2013-02-01	60151
"2940"	"\"NFR ENERGY, LLC\""	2013-03-01	66754
"2941"	"\"NFR ENERGY, LLC\""	2013-04-01	72318
"2942"	"\"NFR ENERGY, LLC\""	2013-05-01	77403
"2943"	"\"NFR ENERGY, LLC\""	2013-06-01	81912
"2944"	"\"NFR ENERGY, LLC\""	2013-07-01	86370
"2945"	"\"NFR ENERGY, LLC\""	2013-08-01	105434
"2946"	"\"NFR ENERGY, LLC\""	2013-09-01	127713
"2947"	"\"NFR ENERGY, LLC\""	2013-10-01	131243
"2948"	"\"NFR ENERGY, LLC\""	2013-11-01	134368
"2949"	"\"NFR ENERGY, LLC\""	2013-12-01	143094
"2950"	"\"NFR ENERGY, LLC\""	2014-01-01	151205
"2951"	"\"NFR ENERGY, LLC\""	2014-02-01	158310
"2952"	"\"NFR ENERGY, LLC\""	2014-03-01	179459
"2953"	"\"NFR ENERGY, LLC\""	2014-04-01	207540
"2954"	"\"NFR ENERGY, LLC\""	2014-05-01	233911
"2955"	"\"NFR ENERGY, LLC\""	2014-06-01	258180
"2956"	"\"NFR ENERGY, LLC\""	2014-07-01	281479
"2957"	"\"NFR ENERGY, LLC\""	2014-08-01	300765
"2958"	"\"NFR ENERGY, LLC\""	2014-09-01	320616
"2959"	"\"NFR ENERGY, LLC\""	2014-10-01	339075
"2960"	"\"NFR ENERGY, LLC\""	2014-11-01	354234
"2961"	"\"NFR ENERGY, LLC\""	2014-12-01	368636
"2962"	"\"NFR ENERGY, LLC\""	2015-01-01	383395
"2963"	"\"NFR ENERGY, LLC\""	2015-02-01	396620
"2964"	"\"NFR ENERGY, LLC\""	2015-03-01	411266
"2965"	"\"NFR ENERGY, LLC\""	2015-04-01	422596
"2966"	"\"NFR ENERGY, LLC\""	2015-05-01	436490
"2967"	"\"NFR ENERGY, LLC\""	2015-06-01	448251
"2968"	"\"NFR ENERGY, LLC\""	2015-07-01	459215
"2969"	"\"NFR ENERGY, LLC\""	2015-08-01	469162
"2970"	"\"NFR ENERGY, LLC\""	2015-09-01	473974
"2971"	"\"NFR ENERGY, LLC\""	2015-10-01	478717
"2972"	"\"NORTH SOUTH OIL, LLC\""	2007-09-01	20
"2973"	"\"NORTH SOUTH OIL, LLC\""	2007-10-01	52
"2974"	"\"NORTH SOUTH OIL, LLC\""	2007-11-01	160
"2975"	"\"NORTH SOUTH OIL, LLC\""	2007-12-01	288
"2976"	"\"NORTH SOUTH OIL, LLC\""	2008-01-01	450
"2977"	"\"NORTH SOUTH OIL, LLC\""	2008-02-01	535
"2978"	"\"NORTH SOUTH OIL, LLC\""	2008-03-01	620
"2979"	"\"NORTH SOUTH OIL, LLC\""	2008-04-01	899
"2980"	"\"NORTH SOUTH OIL, LLC\""	2008-05-01	983
"2981"	"\"NORTH SOUTH OIL, LLC\""	2008-06-01	1178
"2982"	"\"NORTH SOUTH OIL, LLC\""	2008-07-01	1612
"2983"	"\"NORTH SOUTH OIL, LLC\""	2008-08-01	3257
"2984"	"\"NORTH SOUTH OIL, LLC\""	2008-09-01	4419
"2985"	"\"NORTH SOUTH OIL, LLC\""	2008-10-01	6435
